ID,paid_late_fees,debt_to_income,credit_utilization_ratio,annual_income,average_age_of_credit,loan_to_income_ratio,employment_stability,credit_inquiries_trend,monthly_payment_burden,paid_principal,paid_interest,total_credit_limit,total_credit_utilized,balance
7852,0,17.08,0.262889186,60000,105.5789474,0.333333333,0,2,0.088958,994.61,757.91,95584,25128,19005.39
7857,0,21.48,0.501203509,90000,154.6153846,0.166666667,0.5,5,0.06938,2452.48,868.73,86414,43311,12547.52
7860,0,21.2,0.631883114,39000,80.12,0.512820513,1,5,0.183593846,687.17,1627.83,49142,31052,19312.83
7862,0,14.69,0.568097844,61000,105.6842105,0.327868852,1,2,0.118467541,1547.96,270.47,42762,24293,18452.04
7864,0,20.53,0.19296415,120000,51.05128205,0.158333333,1,1,0.060801,1386.95,417.17,514650,99309,17613.05
7869,0,4.9,0.802318841,84000,182.1818182,0.142857143,0.5,2,0.055647143,863.74,297.91,13800,11072,11136.26
7874,0,29.18,0.353895501,80000,51.48717949,0.225,1,6,0.0743415,512.81,930.32,177705,62889,17487.19
7875,0,15.51,0.137648069,75000,58.70588235,0.053333333,1,3,0.01968,508.67,104.84,190958,26285,3491.33
7876,0,33.07,0.329597558,72000,91.18181818,0.333333333,1,4,0.106846667,957.17,1579.96,332818,109696,23042.83
7878,0,6.38,0.136541667,38000,117.9411765,0.263157895,1,1,0.101778947,5471.66,140.73,24000,3277,4528.34
7879,0,9.99,0.348678923,140000,86.39130435,0.178571429,1,2,0.042776571,2029.75,566.1,116950,40778,22970.25
7880,0,24.7,0.219783348,60000,73.74074074,0.208333333,1,7,0.077582,624.81,145.91,217769,47862,11875.19
7881,0,22.23,0.645417068,57000,99.95,0.049122807,1,0,0.018867368,273.58,81.23,66464,42897,2526.42
7884,0,14.33,0.183312939,200000,55.25,0.2,0.5,0,0.0773514,3881.9,1252.82,426582,78198,36118.1
7889,0,58.53,0.72020967,18000,154.0769231,1.111111111,1,0,0.475973333,1753.52,1083.33,53608,38609,18246.48
7890,0,28.16,0.504539834,54000,74.22222222,0.657407407,1,1,0.299042222,2921.7,2630.28,80069,40398,32578.3
7891,0,21.98,0.297584596,100000,68.89655172,0.12,1,8,0.0366144,509.44,699,244307,72702,11490.56
7895,0,23.01,0.076823222,34000,143.0714286,0.177205882,0.5,1,0.069038824,729.02,245.54,200291,15387,5295.98
7897,0,10.29,0.233053554,140000,95.42857143,0.1,1,4,0.028579714,643.36,678.65,180023,41955,13356.64
7899,0,30.51,0.42502513,107611,44.26666667,0.371709212,1,3,0.093549172,2121.85,1254.77,218860,93021,37878.15
7900,0,21.29,0.599760595,46000,71.10714286,0.217391304,0.5,2,0.083491304,729.87,243.4,39264,23549,9270.13
7902,0,9.25,0.065998137,150000,64.51612903,0.186666667,1,0,0.0447256,1564.58,660.27,429300,28333,26435.42
7905,0,11.05,0.074219734,52000,83.375,0.230769231,1,2,0.086727692,894.57,227.58,214350,15909,11105.43
7907,0,17.75,0.136544477,60000,68.93103448,0.2,0.5,1,0.076802,875.98,279.19,197562,26976,11124.02
7912,0,9.89,0.49307927,140000,80.24,0.285714286,1,0,0.077346,2459.71,2024.1,93415,46061,37540.29
7914,0,28.97,0.450562395,65000,36.38181818,0.123076923,0.5,4,0.046255385,596.39,151.72,156207,70381,7403.61
7915,0,14.75,0.209128729,77049.16,83.33333333,0.025957454,1,3,0.010659169,230.21,110.43,126195,26391,1769.79
7919,0,15.62,0.648751721,125000,125.5,0.052,0.5,0,0.02288352,698.25,479.86,82073,53245,5801.75
7921,0,36.98,0.275145083,126000,40.6122449,0.095238095,1,5,0.035792381,894.57,227.58,642392,176751,11105.43
7925,0,23.59,0.787722241,29000,201,0.827586207,0.5,0,0.354517241,2104.23,1391.13,59620,46964,21895.77
7929,0,12.94,0.623145226,92465,80.24,0.075704321,1,2,0.033314227,7000,176.07,67798,42248,0
7931,0,17.5,0.830031457,35000,105.6315789,0.342857143,0.5,3,0.109004571,2230.87,851.29,29882,24803,9769.13
7933,0,22.82,0.610366247,54000,95.23809524,0.207407407,0.5,7,0.07796,834.82,212.68,58922,35964,10365.18
7936,0,8.57,1.002777153,65000,62.5,0.153846154,1,4,0.064043077,900.28,478.96,191203,191734,9099.72
7937,0,25.15,0.120217923,65000,62.40625,0.307692308,1,1,0.095843077,1042.46,1532.15,316625,38064,18957.54
7938,0,12.38,0.069047106,72612,87.08695652,0.132209552,1,2,0.053166419,1498.04,314.97,301765,20836,8101.96
7942,0,13.36,0.255023697,30000,76.84615385,0.5,0.5,2,0.19926,1414.12,568.49,42200,10762,13585.88
7946,0,27.29,0.56486643,58000,105.4736842,0.431034483,1,0,0.125838621,1120.06,1290.57,82878,46815,23879.94
7951,0,19.13,0.839730261,51000,69.03448276,0.101960784,1,7,0.044510588,5200,8.47,53385,44829,0
7953,0,6.9,0.038111791,79982,221.1111111,0.375084394,1,3,0.107173614,1027.76,1065.1,463741,17674,28972.24
7955,0,11.92,0.624043649,103000,90.81818182,0.174757282,1,0,0.067117282,2206.9,664.11,48753,30424,15793.1
7956,0,14.56,0.159640775,90000,153.9230769,0.233333333,1,0,0.068121333,940.87,1056.05,227824,36370,20059.13
7957,0,12.78,0.8745,46000,670.3333333,0.108695652,0.5,0,0.044624348,341.28,167.99,28000,24486,4658.72
7958,0,12.13,0.116987885,74000,105.2631579,0.405405405,0.5,9,0.153591892,1201.92,3366.3,345352,40402,28798.08
7959,0,14.24,0.074392045,59000,198.7,0.508474576,1,1,0.223757288,2557.6,1811.24,402086,29912,27442.4
7961,0,39.55,0.802557048,24000,165.5,0.041666667,0.5,1,0.019335,80.2,73.21,30895,24795,919.8
7962,0,23.06,0.435669185,90000,68.89655172,0.277777778,1,5,0.103458667,2514.25,612.35,283651,123578,22485.75
7963,0,5.6,0.076780458,87500,58.97058824,0.034285714,0,8,0.014967771,127,94.36,258894,19878,2873
7965,0,26.14,0.387794199,189000,39.09803922,0.158730159,0.5,8,0.054664127,1087.78,2316.26,502679,194936,28912.22
7970,0,13.97,0.263519885,80000,45.40909091,0.1,1,5,0.0369,1017.33,209.68,205734,54215,6982.67
7971,0,17.71,0.278293786,80000,60.39393939,0.375,1,5,0.103731,1068.12,961.23,219527,61093,28931.88
7973,0,24.82,0.964331919,59000,100.2,0.13559322,1,1,0.05643661,538.34,312.97,77296,74539,7461.66
7975,0,16.64,0.354071275,52000,143.5,0.173076923,0.5,1,0.074536154,584.32,401.56,31231,11058,8415.68
7976,0,7.14,0.353846154,61000,133.8,0.327868852,0.5,0,0.093704262,919.1,944.41,22100,7820,19080.9
7977,0,16.45,0.183064915,65000,66.83333333,0.461538462,1,6,0.165203077,763.89,1834.78,232535,42569,29236.11
7978,0,10.74,0.498450617,42000,402.6,0.666666667,0.5,3,0.298902857,1740.42,1458.91,17749,8847,26259.58
7979,0,31.08,0.590234258,113500,64.64516129,0.140969163,1,0,0.038994185,377.63,335.87,137071,80904,15622.37
7986,0,31.39,0.263669154,70000,54.16216216,0.5,0.5,3,0.205270286,2388.9,1175.97,408383,107678,32611.1
7988,0,7.3,0.02292115,95000,222.7777778,0.263157895,0.5,1,0.072809684,1500.02,1344.28,511100,11715,23499.98
7990,0,23.88,0.398421633,100000,64.06451613,0.12,1,0,0.035034,537.65,619.47,318557,126920,11462.35
7997,0,17.84,0.220910698,67600,111.3333333,0.295857988,1,5,0.115244379,1439.55,496.51,136906,30244,18560.45
8000,0,44.85,0.592869019,52780,45.31818182,0.663129973,0.5,1,0.24698219,4413.41,989.56,107054,63469,30586.59
8001,0,25.74,0.253859657,75000,125.375,0.16,1,1,0.062768,857.64,304.73,232987,59146,11142.36
8005,0,25.14,0.883234127,51754,49.85,0.048305445,1,0,0.018686092,242.6,78.38,120960,106836,2257.4
8006,0,17.87,0.121925507,65000,118,0.307692308,1,1,0.125442462,1374.88,648.47,320622,39092,18625.12
8008,0,21.43,0.275725806,57000,64.32258065,0.263157895,1,1,0.071223158,547.77,446.14,99200,27352,14452.23
8009,0,16.18,0.314371712,200000,48.46341463,0.15,1,1,0.0576006,1454.21,434.38,389049,122306,28545.79
8013,0,33.14,0.970320396,45000,69.06896552,0.248888889,0.5,1,0.089088,285.62,700.56,122879,119232,10914.38
8023,0,27.83,0.662930085,44000,79.6,0.327272727,1,2,0.122994545,1073.47,273.1,46299,30693,13326.53
8025,0,18.77,0.649198079,36000,285.8571429,0.222222222,1,4,0.091246667,732.26,356.44,19578,12710,7267.74
8026,0,34.48,0.19812871,72000,60.39393939,0.069444444,1,3,0.026671667,5000,159.63,349919,69329,0
8027,0,13.18,0.052677759,65000,83.5,0.153846154,1,2,0.062730462,921.67,429.94,273531,14409,9078.33
8028,0,26.79,0.164656232,40000,80.24,0.125,1,4,0.057996,402.81,380.02,217283,35777,4597.19
8032,0,10.28,0.454751321,56000,250.5,0.178571429,0.5,0,0.077535,1084.73,744.49,11923,5422,8915.27
8033,0,31.2,0.21935019,50000,91.09090909,0.38,1,2,0.1560072,1296.85,623.54,209569,45969,17703.15
8040,0,20.53,0.184520013,225000,53.81081081,0.177777778,1,7,0.064235733,2059.39,337.65,1009652,186301,37940.61
8051,0,8.22,0.878186858,54000,99.65,0.212962963,1,8,0.053597778,610.04,339.64,51226,44986,10889.96
8055,0,9.17,0.429750516,80000,90.77272727,0.09375,1,1,0.036006,919.55,272.78,42648,18328,6580.45
8056,0,28.05,0.337857673,133000,62.59375,0.187969925,1,3,0.088341654,1474.43,1429.78,284093,95983,23525.57
8060,0,34.28,0.537589201,80000,95.0952381,0.025,1,2,0.0101925,137.49,63.34,160312,86182,1862.51
8062,0,16.59,0.773443056,40000,154.0769231,0.125,1,2,0.052752,445.18,257.89,19686,15226,4554.82
8065,0,6.53,0.527692308,140000,64.22580645,0.107142857,1,3,0.043687714,1738,799.13,36400,19208,13262
8069,0,0.6,0.012162162,50000,183.0909091,0.312,0.5,6,0.1280904,1166.84,533.67,7400,90,14433.16
8070,0,11.92,0.579695341,77000,110.8333333,0.194805195,1,0,0.076433766,1435.73,516.98,55800,32347,13564.27
8071,0,20.28,0.399179552,18700,105.3157895,0.534759358,1,0,0.209820321,1201.56,427.23,12676,5060,8798.44
8075,0,8.67,0.1229852,170000,83.375,0.176470588,1,2,0.068749412,2891.19,969.88,323047,39730,27108.81
8081,0,20.61,0.711518374,65000,83.25,0.276923077,0.5,2,0.115277538,2043.98,1063.07,63186,44958,15956.02
8083,0,8.99,0.187623041,167000,59.11764706,0.143712575,0.5,2,0.045135808,730.92,1101.71,462246,86728,23269.08
8084,0,25.36,0.545739828,75250,86.91304348,0.212624585,1,1,0.055362658,610.63,421.18,137025,74780,15389.37
8093,0,18.92,0.50806317,55000,86.91304348,0.212727273,1,1,0.056773091,659.73,445.42,155770,79141,11040.27
8101,0,11.36,0.029722802,60000,70.89285714,0.140416667,1,6,0.060152,738.69,444.35,555163,16501,7686.31
8109,0,11.36,0.055503409,54000,111.3888889,0.231481481,1,1,0.086995556,931.84,237.07,305765,16971,11568.16
8110,0,37.62,0.567403086,41000,125.25,0.365853659,0.5,1,0.152297561,15000,395.49,111078,63026,0
8111,0,22.57,0.543716383,61000,64.67741935,0.081967213,0.5,0,0.031477377,400,74.64,117313,63785,4600
8114,0,27.33,0.356086536,100000,37.79245283,0.17,0.5,5,0.0475416,396.02,369.76,431822,153766,16603.98
8116,0,20.29,0.175092424,90000,74,0.266666667,1,1,0.072189333,1484.99,963.86,387344,67821,22515.01
8118,0,30.12,0.894928455,185000,132.9333333,0.12972973,1,1,0.033399568,1242.1,803.65,489200,437799,22757.9
8120,0,15.24,0.883656003,57500,35.78571429,0.123478261,0,1,0.057289043,721.84,686.86,131094,115842,6378.16
8124,0,11.24,0.121150051,89000,105.0526316,0.06741573,0.5,2,0.026862472,280.05,114.42,200165,24250,5719.95
8125,0,16.74,0.092495438,60000,80.12,0.083333333,1,5,0.031034,376.05,87.42,253699,23466,4623.95
8131,0,17.41,0.208837935,103000,29.05797101,0.13592233,1,1,0.034208155,931.98,521.44,413445,86343,13068.02
8133,0,12.31,0.059167572,70000,44.44444444,0.142857143,1,3,0.053208,1261,286.82,248430,14699,8739
8135,0,13.14,0.574671375,85000,154.3076923,0.376470588,1,8,0.112495059,1392.35,1764.63,50970,29291,30607.65
8137,0,21.01,0.219923331,75000,41.66666667,0.226666667,1,1,0.0590048,648.95,447.1,189125,41593,16351.05
8138,0,5.48,0.062401465,110000,143.3571429,0.045454545,1,4,0.01758,362.43,115.51,352668,22007,4637.57
8140,0,37.94,0.62814961,40765,80.08,0.110388814,1,1,0.042392248,4500,98.93,109458,68756,0
8142,0,19.54,0.114674194,107000,83,0.373831776,1,3,0.109138318,2255.16,2539.39,594772,68205,37744.84
8144,0,11.74,0.095232569,120000,55.44444444,0.158333333,1,7,0.062114,901.19,318.08,258525,24620,18098.81
8145,0,11.06,0.1883719,37000,58.97058824,0.202702703,1,1,0.07619027,747.84,188.52,72256,13611,6752.16
8147,0,20.43,0.262952948,85000,74.33333333,0.211764706,1,1,0.084379765,1266.53,514.56,286595,75361,16733.47
8149,0,14.32,0.562644628,150000,181.0909091,0.1,1,3,0.0375872,15000,445.8,96800,54464,0
8150,0,15.72,0.888589005,97000,39.94,0.329896907,1,1,0.089305979,32000,942.12,139313,123792,0
8151,0,13.56,0.607885802,93000,69.20689655,0.430107527,1,0,0.168754839,3828.55,1378.61,64800,39391,36171.45
8152,0,36.84,0.746192421,86000,51.33333333,0.11627907,1,7,0.04676093,1174.21,494.38,150555,112343,8825.79
8158,0,15.33,0.21722767,36000,43.5,0.527777778,1,2,0.126426667,527.74,223.07,179084,38902,18472.26
8163,0,18.37,0.726055775,113000,86.65217391,0.095575221,0.5,1,0.039786903,1226.43,637.84,82546,59933,9573.57
8164,0,28.62,0.308906063,33000,143.2142857,0.303030303,1,2,0.099301818,387.56,674.97,99247,30658,9612.44
8166,0,12.37,0.137673128,85500,66.33333333,0.350877193,1,3,0.089316491,1973.03,1167.49,214726,29562,28026.97
8167,0,16.15,0.728989577,24000,95.47619048,0.541666667,0,8,0.220835,13000,34.32,25999,18953,0
8168,0,16.76,0.968468748,87000,43.58695652,0.091954023,0.5,5,0.03664,373.4,152.56,225332,218227,7626.6
8174,0,15.85,0.48033672,150000,40.7755102,0.266666667,0.5,3,0.104628,4807.54,1727.38,250416,120284,35192.46
8175,0,33.89,0.573053326,48300,143.4285714,0.207039337,0.5,4,0.098586335,782.81,776.82,41237,23631,9217.19
8183,0,30.95,0.580238971,50000,69,0.4,1,1,0.1271712,1016.04,1577.8,108800,63130,18983.96
8184,0,18.83,0.151138111,125000,60.18181818,0.288,0,1,0.0779472,1314.67,1095.96,325100,49135,34685.33
8191,0,28.45,0.211852222,75000,87.08695652,0.16,1,3,0.0618816,869.83,283.84,232294,49212,11130.17
8195,0,10.65,0.067732116,54105,83.45833333,0.147860641,0.5,2,0.064547824,338.64,235.22,290394,19669,7661.36
8196,0,49.9,0.394504273,35859,66.86666667,0.557740037,0,0,0.162794278,667.74,711.62,274395,108250,19332.26
8199,0,13.25,0.152960739,75000,100.05,0.16,0.5,1,0.06524,1106.01,515.93,185832,28425,10893.99
8204,0,23.19,0.236714839,125000,50.05,0.192,0.5,0,0.07533216,2884.53,1002.65,424929,100587,21115.47
8207,0,33.02,0.357909297,49500,60.72727273,0.111111111,1,9,0.042979394,398.61,127.19,175673,62875,5101.39
8210,0,17.43,0.166557578,45300,99.05,0.397350993,1,1,0.116005298,806.45,929.21,146670,24429,17193.55
8220,0,17.11,0.184249038,152000,57.22857143,0.174342105,1,6,0.047185263,641.78,581.43,357375,65846,25858.22
8223,0,19.61,0.716312192,100000,50.05,0.21,1,7,0.0600168,965.03,1017.97,105179,75341,20034.97
8225,0,16.59,0.125151961,97000,74.25925926,0.206185567,0.5,1,0.082915052,1868.81,798.09,311757,39017,18131.19
8227,0,12.25,0.465165329,85000,71.5,0.470588235,1,1,0.187537412,4737.34,1877.97,58792,27348,35262.66
8230,0,19.55,0.179519423,76000,60.27272727,0.236842105,1,7,0.074384211,548.18,845.7,249700,44826,17451.82
8232,0,8.6,0.772105188,79000,286.4285714,0.189873418,1,4,0.079040506,1354.11,633.23,27912,21551,13645.89
8236,0,26.19,0.085300169,38400,133.8666667,0.09375,1,0,0.03491875,453.98,101.78,269765,23011,3146.02
8238,0,24.13,0.490972167,35000,166.0833333,0.142857143,0.5,1,0.056931429,471.37,189.5,38049,18681,4528.63
8241,0,21.23,0.452279679,75000,58.79411765,0.385333333,1,0,0.1459872,678.22,2012.93,55249,24988,28221.78
8242,0,12.36,0.199332453,205000,47.28571429,0.195121951,1,1,0.070513171,3095.48,494.68,455099,90716,36904.52
8243,0,7.32,0.083199668,80000,117.8235294,0.15,1,1,0.0576015,875.98,263.48,294268,24483,11124.02
8245,0,20.24,0.137976942,81000,153.2307692,0.172839506,1,0,0.069494815,976.11,411.54,302710,41767,13023.89
8250,0,36.08,0.655454359,32000,154.6923077,0.3125,1,1,0.10974,353.01,879.68,53691,35192,9646.99
8251,0,6.74,0.528110092,107000,118.2352941,0.070093458,1,4,0.031259439,630.46,476.13,27250,14391,6869.54
8260,0,7.96,0.113227289,100000,166.5833333,0.2,1,1,0.079692,1407.26,571.73,141450,16016,18592.74
8261,0,17.88,0.050170368,47000,91.09090909,0.168085106,1,0,0.062014468,599.49,126.24,161709,8113,7300.51
8263,0,13.97,0.069826476,104000,55.52777778,0.211538462,1,3,0.075732692,755.9,1806.38,681518,47588,21244.1
8268,0,21.05,0.52604488,39000,95.47619048,0.205128205,1,3,0.097664615,464.92,476.27,56729,29842,7535.08
8271,0,31.58,0.450854277,160000,55.52777778,0.178125,1,4,0.06253875,746.95,1715.27,398173,179518,27753.05
8273,0,21.97,0.591237623,150000,86.73913043,0.233333333,0.5,1,0.0702968,1123.71,1478.45,123414,72967,33876.29
8278,0,19.43,0.651097561,35000,99.7,0.285714286,1,1,0.112086857,476.49,173.45,24600,16017,9523.51
8284,0,4.95,0.22375,79000,134.2666667,0.126582278,0.5,5,0.048964557,1217.99,379.97,27200,6086,8782.01
8285,0,19.27,0.819741509,41000,71.5,0.268292683,1,0,0.120289756,683.73,536.78,65689,53848,10316.27
8291,0,19.1,0.22745949,132000,55.47222222,0.196969697,0.5,2,0.050710909,1345.61,870.62,445631,101363,24654.39
8293,0,5.76,0.336423358,40000,142.1428571,0.125,1,0,0.048699,604.98,183.52,13700,4609,4395.02
8296,0,17.37,0.543719114,42000,124.875,0.114285714,1,1,0.045954286,334.69,144.47,25092,13643,4465.31
8298,0,25.22,0.348269863,83000,83.5,0.168674699,0,1,0.055272289,542.53,969.99,155190,54048,13457.47
8299,0,29.94,0.80530143,100000,46.48837209,0.1,0.5,0,0.0407688,921.8,382.82,182215,146738,9078.2
8304,0,8.87,0.087970533,89000,71.46428571,0.084269663,1,5,0.035557753,163.66,86.72,222620,19584,7336.34
8305,0,19.65,0.614379178,69000,74.14814815,0.231884058,0.5,2,0.070751304,855.47,1075.21,70310,43197,15144.53
8306,0,23.29,0.426624137,90000,38.51923077,0.333333333,0.5,0,0.095265333,1378.63,1454.25,415082,177084,28621.37
8307,0,3.33,0.795935357,300000,105.2105263,0.026666667,1,1,0.0102404,634.13,179.71,55257,43981,7365.87
8309,0,15.88,0.14467183,91000,105.8421053,0.10989011,1,0,0.045121319,1150.88,552.15,300957,43540,8849.12
8316,0,11.93,0.40263714,50000,62.46875,0.228,1,4,0.0888048,168.91,590.24,163738,65927,11231.09
8323,0,3.68,1.001545725,90000,40.93877551,0.094444444,0.5,3,0.037056,813.57,287.81,83456,83585,7686.43
8330,0,23.52,0.500383011,45000,86.60869565,0.033333333,1,1,0.014749333,94.62,68.07,35247,17637,1405.38
8332,0,16.5,0.150621831,60000,95.38095238,0.416666667,0,3,0.116524,878.71,849.61,350819,52841,24121.29
8333,0,15.14,0.291632947,100000,111.4444444,0.125,1,0,0.0513252,1438.58,690.19,177936,51892,11061.42
8334,0,15.47,0.15113114,185000,68.79310345,0.124864865,1,4,0.046074162,2343.39,489.23,521686,78843,20756.61
8335,0,5.06,0.063052725,180000,105.5263158,0.194444444,1,2,0.071069333,4488.79,829.59,237912,15001,30511.21
8336,0,13.64,0.862834657,65000,125.625,0.461538462,0.5,2,0.183904615,1400.25,572.08,56924,49116,28599.75
8337,0,14.27,0.084120981,91000,104.9473684,0.197802198,1,5,0.070815824,618.49,1503.77,573543,48247,17381.51
8338,0,19.01,0.182078449,60000,116.7058824,0.195,0.5,1,0.085812,996.56,707.31,228786,41657,10703.44
8340,0,22.09,0.595821492,75000,99.8,0.333333333,1,4,0.0973152,1120.06,1290.57,52076,31028,23879.94
8341,0,15.27,0.42681702,112000,200.3,0.133928571,1,1,0.051437143,1465.5,446.95,43808,18698,13534.5
8342,0,1.95,0.467428571,98000,99.4,0.183673469,1,3,0.075405306,1228.57,604.79,7000,3272,16771.43
8346,0,20.13,0.580544784,130000,51.33333333,0.061538462,1,3,0.024520615,373.4,147.23,125334,72762,7626.6
8350,0,19.1,0.430346574,220000,79.92,0.159090909,0.5,10,0.066217091,2355.21,1257.49,237727,102305,32644.79
8357,0,46.77,0.357263477,29000,167.0833333,0.537931034,0.5,5,0.214373793,1847.56,773.97,46190,16502,13752.44
8360,0,61.28,0.318197442,20000,124.75,1.2,1,0,0.33201,1145.48,1049.8,139646,44435,22854.52
8365,0,13.99,0.211817023,65000,66.5,0.098461538,1,2,0.040988308,577.77,304.96,130202,27579,5822.23
8366,0,18.75,0.137013068,137200,142.5,0.255102041,1,3,0.094130904,3550.61,741.24,500018,68509,31449.39
8369,0,5.93,0.45836816,130000,166.25,0.230769231,1,1,0.062472,1468.08,1218.01,46659,21387,28531.92
8372,0,23.75,0.734047059,48000,77.03846154,0.375,1,1,0.1239025,338.78,630.59,42500,31197,17661.22
8377,0,24.82,0.724523158,84362,77.15384615,0.118536782,1,1,0.051048576,429.7,268.65,93899,68032,9570.3
8378,0,48.56,0.537436085,27000,100.05,0.555555556,1,4,0.245795556,625.6,448.11,49284,26487,14374.4
8381,0,20.19,0.508979637,98000,95.71428571,0.204081633,0.5,1,0.075304898,2543.28,516.74,127288,64787,17456.72
8383,15,11.3,0.552348426,70000,503,0.045714286,0.5,1,0.018641143,294.07,138.47,27231,15041,2905.93
8390,0,8.6,0.078168692,55000,117.8823529,0.290909091,0,5,0.109328727,1192.75,313.53,165936,12971,14807.25
8391,0,17.19,1.023442639,52000,167.5833333,0.076923077,0.5,5,0.034490769,248.66,195.19,250825,256705,3751.34
8394,0,22.63,0.296819913,93000,66.83333333,0.322580645,0.5,10,0.143859355,2521.82,1904.49,340368,101028,27478.18
8399,0,36.24,0.111276246,50000,91.09090909,0.7,0.5,1,0.2953608,763.72,513.65,547026,60871,34236.28
8406,0,5.73,0.661028177,400000,54.02702703,0.05,0,11,0.0201069,2348.36,988.77,178121,117743,17651.64
8416,0,25.47,1.035471516,40000,48.87804878,0.625,0.5,1,0.254805,1718.6,810.59,239939,248450,23281.4
8417,0,5.49,0.352802278,70000,110.1111111,0.054285714,0.5,1,0.021296571,271.59,96.5,14399,5080,3528.41
8419,0,6.9,0.166740741,61000,35.0877193,0.229508197,1,4,0.058422295,733.56,446.64,54000,9004,13266.44
8421,0,182.35,0.769851844,10000,74.03703704,1.04,0,2,0.454008,665.45,458.91,75056,57782,9734.55
8422,0,13.26,0.558281042,60000,167.25,0.166666667,0.5,0,0.062646,1969.19,285.89,52590,29360,8030.81
8424,0,18.3,0.787847068,165000,64.4516129,0.151515152,0.5,1,0.055269818,620.39,1622.31,149034,117416,24379.61
8426,0,14.19,0.447979266,50000,125.625,0.3,0.5,1,0.12318,1726.29,816.49,35111,15729,13273.71
8427,0,10.37,0.087483444,160000,47.33333333,0.09375,1,2,0.036006,1839.11,545.56,563238,49274,13160.89
8430,0,19.83,0.382961272,30000,77,0.06,0.5,3,0.02354,128.66,46.8,28042,10739,1671.34
8431,0,29.42,0.461672281,22000,181.9090909,0.045454545,1,4,0.020007273,107.46,74.88,72428,33438,892.54
8432,0,35.5,0.201530795,43000,45.36363636,0.488372093,1,1,0.191614884,2523.95,883.69,237785,47921,18476.05
8433,0,11.99,0.124662035,120000,100.3,0.066666667,1,5,0.026809,747.52,319.23,326587,40713,7252.48
8436,0,16.25,0.172326337,125000,62.625,0.32,0,0,0.08662752,2459.71,2024.1,418340,72091,37540.29
8441,0,4.87,0.011989455,50000,143.0714286,0.024,0.5,0,0.0092856,146.2,45.93,284500,3411,1053.8
8443,0,23.94,0.089198827,55000,77.07692308,0.336363636,1,3,0.089746909,920.26,712.79,306226,27315,17579.74
8444,0,13.65,0.723760241,80000,80.2,0.2,0.5,0,0.0533625,593.94,462.66,69570,50352,15406.06
8448,0,8.53,0.061930052,121000,71.60714286,0.20661157,1,5,0.059036033,25000,856.95,700064,43355,0
8449,0,15.08,0.100405025,78000,62.375,0.173076923,1,5,0.063250769,1381.81,253.61,291340,29252,12118.19
8450,0,23.18,0.23717555,100000,52.52631579,0.24,1,5,0.0842796,1070.06,2408.46,263754,62556,22929.94
8451,0,20.76,0.335275521,80000,124.9375,0.12,0.5,0,0.047076,686.11,249.6,76546,25664,8913.89
8452,0,12.83,0.051814343,35000,78.88,0.285714286,0.5,5,0.104430857,1282.55,237.02,273515,14172,8717.45
8454,0,13.23,0.071691938,68400,64.19354839,0.207602339,1,2,0.087610526,1590.97,893.29,282333,20241,12609.03
8455,0,12.28,0.121440452,125000,100.1,0.32,1,2,0.08949024,931.81,870.04,480960,58408,39068.19
8457,0,23.05,0.576959328,43000,111.7222222,0.23255814,0.5,10,0.0906,719.66,248.5,56231,32443,9280.34
8459,0,12.26,0.133474809,91000,100.15,0.131868132,1,0,0.050645275,1172.38,351.27,327028,43650,10827.62
8460,0,5.43,0.586950355,76000,133.7333333,0.092105263,0,0,0.037038947,821.93,325.52,14100,8276,6178.07
8462,0,20.25,0.299069214,110000,100.05,0.218181818,1,3,0.060365455,1440,1308.63,413844,123768,22560
8465,0,10.35,0.044920653,132400,125,0.264350453,1,0,0.108541994,4027.99,1905.15,875900,39346,30972.01
8472,0,16.73,0.161294883,130000,83.25,0.138461538,0.5,1,0.045372,697.55,1214.95,247590,39935,17302.45
8474,0,23.01,0.212166484,45000,55.66666667,0.266666667,0.5,2,0.112536,12000,7.26,95048,20166,0
8475,0,17.97,0.351497388,75000,43.54347826,0.533333333,0.5,2,0.204832,3907.95,1160.41,139543,49049,36092.05
8476,0,35.56,0.472886825,35000,125.4375,0.365714286,0.5,3,0.125945143,464.11,971.29,76236,36051,12335.89
8479,0,19.96,0.650043443,60000,80.08,0.2,0.5,2,0.07846,857.64,311.99,60999,39652,11142.36
8482,0,33.85,0.846241544,77000,91.22727273,0.207792208,0.5,0,0.091932468,1009.06,743.38,184198,155876,14990.94
8487,0,28.34,0.356929461,34000,111.0555556,0.029411765,1,2,0.012772941,86.49,57.27,24100,8602,913.51
8489,0,20.35,0.131847424,90000,69.06896552,0.277777778,1,0,0.069893333,990.97,568.53,434616,57303,24009.03
8492,0,18.19,0.806287564,27976,111.6666667,0.357449242,0.5,1,0.148777524,672.91,359.28,38934,31392,9327.09
8493,0,14.66,0.382772776,65000,55.5,0.430769231,1,2,0.154188923,714.01,1751.41,69425,26574,27285.99
8494,0,24.65,0.146170931,70000,87.17391304,0.171428571,1,1,0.053840571,364.88,609.25,404759,59164,11635.12
8495,0,18.45,0.810767073,82000,74,0.207317073,0.5,0,0.072801951,757.94,1729.46,83421,67635,16242.06
8497,0,13.65,0.758436635,67000,154.1538462,0.223880597,1,1,0.068310448,802.03,1089.92,40093,30408,14197.97
8498,0,20.88,0.723934775,33395,154.3846154,0.143734092,1,2,0.059010031,327.63,157.53,26309,19046,4472.37
