ID,paid_late_fees,debt_to_income,credit_utilization_ratio,annual_income,average_age_of_credit,loan_to_income_ratio,employment_stability,credit_inquiries_trend,monthly_payment_burden,paid_principal,paid_interest,total_credit_limit,total_credit_utilized,target
8260,0,7.96,0.113227289,100000,166.5833333,0.2,1,1,0.079692,1407.26,571.73,141450,16016,1
8261,0,17.88,0.050170368,47000,91.09090909,0.168085106,1,0,0.062014468,599.49,126.24,161709,8113,1
8263,0,13.97,0.069826476,104000,55.52777778,0.211538462,1,3,0.075732692,755.9,1806.38,681518,47588,1
8268,0,21.05,0.52604488,39000,95.47619048,0.205128205,1,3,0.097664615,464.92,476.27,56729,29842,0
8271,0,31.58,0.450854277,160000,55.52777778,0.178125,1,4,0.06253875,746.95,1715.27,398173,179518,1
8273,0,21.97,0.591237623,150000,86.73913043,0.233333333,0.5,1,0.0702968,1123.71,1478.45,123414,72967,1
8278,0,19.43,0.651097561,35000,99.7,0.285714286,1,1,0.112086857,476.49,173.45,24600,16017,0
8284,0,4.95,0.22375,79000,134.2666667,0.126582278,0.5,5,0.048964557,1217.99,379.97,27200,6086,1
8285,0,19.27,0.819741509,41000,71.5,0.268292683,1,0,0.120289756,683.73,536.78,65689,53848,0
8291,0,19.1,0.22745949,132000,55.47222222,0.196969697,0.5,2,0.050710909,1345.61,870.62,445631,101363,1
8293,0,5.76,0.336423358,40000,142.1428571,0.125,1,0,0.048699,604.98,183.52,13700,4609,1
8296,0,17.37,0.543719114,42000,124.875,0.114285714,1,1,0.045954286,334.69,144.47,25092,13643,0
8298,0,25.22,0.348269863,83000,83.5,0.168674699,0,1,0.055272289,542.53,969.99,155190,54048,0
8299,0,29.94,0.80530143,100000,46.48837209,0.1,0.5,0,0.0407688,921.8,382.82,182215,146738,0
8304,0,8.87,0.087970533,89000,71.46428571,0.084269663,1,5,0.035557753,163.66,86.72,222620,19584,0
8305,0,19.65,0.614379178,69000,74.14814815,0.231884058,0.5,2,0.070751304,855.47,1075.21,70310,43197,0
8306,0,23.29,0.426624137,90000,38.51923077,0.333333333,0.5,0,0.095265333,1378.63,1454.25,415082,177084,1
8307,0,3.33,0.795935357,300000,105.2105263,0.026666667,1,1,0.0102404,634.13,179.71,55257,43981,0
8309,0,15.88,0.14467183,91000,105.8421053,0.10989011,1,0,0.045121319,1150.88,552.15,300957,43540,1
8316,0,11.93,0.40263714,50000,62.46875,0.228,1,4,0.0888048,168.91,590.24,163738,65927,0
8323,0,3.68,1.001545725,90000,40.93877551,0.094444444,0.5,3,0.037056,813.57,287.81,83456,83585,0
8330,0,23.52,0.500383011,45000,86.60869565,0.033333333,1,1,0.014749333,94.62,68.07,35247,17637,0
8332,0,16.5,0.150621831,60000,95.38095238,0.416666667,0,3,0.116524,878.71,849.61,350819,52841,0
8333,0,15.14,0.291632947,100000,111.4444444,0.125,1,0,0.0513252,1438.58,690.19,177936,51892,1
8334,0,15.47,0.15113114,185000,68.79310345,0.124864865,1,4,0.046074162,2343.39,489.23,521686,78843,1
8335,0,5.06,0.063052725,180000,105.5263158,0.194444444,1,2,0.071069333,4488.79,829.59,237912,15001,1
8336,0,13.64,0.862834657,65000,125.625,0.461538462,0.5,2,0.183904615,1400.25,572.08,56924,49116,0
8337,0,14.27,0.084120981,91000,104.9473684,0.197802198,1,5,0.070815824,618.49,1503.77,573543,48247,1
8338,0,19.01,0.182078449,60000,116.7058824,0.195,0.5,1,0.085812,996.56,707.31,228786,41657,1
8340,0,22.09,0.595821492,75000,99.8,0.333333333,1,4,0.0973152,1120.06,1290.57,52076,31028,1
8341,0,15.27,0.42681702,112000,200.3,0.133928571,1,1,0.051437143,1465.5,446.95,43808,18698,1
8342,0,1.95,0.467428571,98000,99.4,0.183673469,1,3,0.075405306,1228.57,604.79,7000,3272,1
8346,0,20.13,0.580544784,130000,51.33333333,0.061538462,1,3,0.024520615,373.4,147.23,125334,72762,0
8350,0,19.1,0.430346574,220000,79.92,0.159090909,0.5,10,0.066217091,2355.21,1257.49,237727,102305,0
8357,0,46.77,0.357263477,29000,167.0833333,0.537931034,0.5,5,0.214373793,1847.56,773.97,46190,16502,0
8360,0,61.28,0.318197442,20000,124.75,1.2,1,0,0.33201,1145.48,1049.8,139646,44435,0
8365,0,13.99,0.211817023,65000,66.5,0.098461538,1,2,0.040988308,577.77,304.96,130202,27579,1
8366,0,18.75,0.137013068,137200,142.5,0.255102041,1,3,0.094130904,3550.61,741.24,500018,68509,1
8369,0,5.93,0.45836816,130000,166.25,0.230769231,1,1,0.062472,1468.08,1218.01,46659,21387,1
8372,0,23.75,0.734047059,48000,77.03846154,0.375,1,1,0.1239025,338.78,630.59,42500,31197,0
8377,0,24.82,0.724523158,84362,77.15384615,0.118536782,1,1,0.051048576,429.7,268.65,93899,68032,0
8378,0,48.56,0.537436085,27000,100.05,0.555555556,1,4,0.245795556,625.6,448.11,49284,26487,0
8381,0,20.19,0.508979637,98000,95.71428571,0.204081633,0.5,1,0.075304898,2543.28,516.74,127288,64787,1
8383,15,11.3,0.552348426,70000,503,0.045714286,0.5,1,0.018641143,294.07,138.47,27231,15041,0
8390,0,8.6,0.078168692,55000,117.8823529,0.290909091,0,5,0.109328727,1192.75,313.53,165936,12971,0
8391,0,17.19,1.023442639,52000,167.5833333,0.076923077,0.5,5,0.034490769,248.66,195.19,250825,256705,0
8394,0,22.63,0.296819913,93000,66.83333333,0.322580645,0.5,10,0.143859355,2521.82,1904.49,340368,101028,0
8399,0,36.24,0.111276246,50000,91.09090909,0.7,0.5,1,0.2953608,763.72,513.65,547026,60871,0
8406,0,5.73,0.661028177,400000,54.02702703,0.05,0,11,0.0201069,2348.36,988.77,178121,117743,0
8416,0,25.47,1.035471516,40000,48.87804878,0.625,0.5,1,0.254805,1718.6,810.59,239939,248450,0
8417,0,5.49,0.352802278,70000,110.1111111,0.054285714,0.5,1,0.021296571,271.59,96.5,14399,5080,0
8419,0,6.9,0.166740741,61000,35.0877193,0.229508197,1,4,0.058422295,733.56,446.64,54000,9004,1
8421,0,182.35,0.769851844,10000,74.03703704,1.04,0,2,0.454008,665.45,458.91,75056,57782,0
8422,0,13.26,0.558281042,60000,167.25,0.166666667,0.5,0,0.062646,1969.19,285.89,52590,29360,1
8424,0,18.3,0.787847068,165000,64.4516129,0.151515152,0.5,1,0.055269818,620.39,1622.31,149034,117416,0
8426,0,14.19,0.447979266,50000,125.625,0.3,0.5,1,0.12318,1726.29,816.49,35111,15729,1
8427,0,10.37,0.087483444,160000,47.33333333,0.09375,1,2,0.036006,1839.11,545.56,563238,49274,1
8430,0,19.83,0.382961272,30000,77,0.06,0.5,3,0.02354,128.66,46.8,28042,10739,0
8431,0,29.42,0.461672281,22000,181.9090909,0.045454545,1,4,0.020007273,107.46,74.88,72428,33438,0
8432,0,35.5,0.201530795,43000,45.36363636,0.488372093,1,1,0.191614884,2523.95,883.69,237785,47921,0
8433,0,11.99,0.124662035,120000,100.3,0.066666667,1,5,0.026809,747.52,319.23,326587,40713,1
8436,0,16.25,0.172326337,125000,62.625,0.32,0,0,0.08662752,2459.71,2024.1,418340,72091,0
8441,0,4.87,0.011989455,50000,143.0714286,0.024,0.5,0,0.0092856,146.2,45.93,284500,3411,0
8443,0,23.94,0.089198827,55000,77.07692308,0.336363636,1,3,0.089746909,920.26,712.79,306226,27315,1
8444,0,13.65,0.723760241,80000,80.2,0.2,0.5,0,0.0533625,593.94,462.66,69570,50352,0
8448,0,8.53,0.061930052,121000,71.60714286,0.20661157,1,5,0.059036033,25000,856.95,700064,43355,1
8449,0,15.08,0.100405025,78000,62.375,0.173076923,1,5,0.063250769,1381.81,253.61,291340,29252,1
8450,0,23.18,0.23717555,100000,52.52631579,0.24,1,5,0.0842796,1070.06,2408.46,263754,62556,1
8451,0,20.76,0.335275521,80000,124.9375,0.12,0.5,0,0.047076,686.11,249.6,76546,25664,1
8452,0,12.83,0.051814343,35000,78.88,0.285714286,0.5,5,0.104430857,1282.55,237.02,273515,14172,1
8454,0,13.23,0.071691938,68400,64.19354839,0.207602339,1,2,0.087610526,1590.97,893.29,282333,20241,1
8455,0,12.28,0.121440452,125000,100.1,0.32,1,2,0.08949024,931.81,870.04,480960,58408,1
8457,0,23.05,0.576959328,43000,111.7222222,0.23255814,0.5,10,0.0906,719.66,248.5,56231,32443,0
8459,0,12.26,0.133474809,91000,100.15,0.131868132,1,0,0.050645275,1172.38,351.27,327028,43650,1
8460,0,5.43,0.586950355,76000,133.7333333,0.092105263,0,0,0.037038947,821.93,325.52,14100,8276,0
8462,0,20.25,0.299069214,110000,100.05,0.218181818,1,3,0.060365455,1440,1308.63,413844,123768,1
8465,0,10.35,0.044920653,132400,125,0.264350453,1,0,0.108541994,4027.99,1905.15,875900,39346,1
8472,0,16.73,0.161294883,130000,83.25,0.138461538,0.5,1,0.045372,697.55,1214.95,247590,39935,1
8474,0,23.01,0.212166484,45000,55.66666667,0.266666667,0.5,2,0.112536,12000,7.26,95048,20166,0
8475,0,17.97,0.351497388,75000,43.54347826,0.533333333,0.5,2,0.204832,3907.95,1160.41,139543,49049,0
8476,0,35.56,0.472886825,35000,125.4375,0.365714286,0.5,3,0.125945143,464.11,971.29,76236,36051,0
8479,0,19.96,0.650043443,60000,80.08,0.2,0.5,2,0.07846,857.64,311.99,60999,39652,0
8482,0,33.85,0.846241544,77000,91.22727273,0.207792208,0.5,0,0.091932468,1009.06,743.38,184198,155876,0
8487,0,28.34,0.356929461,34000,111.0555556,0.029411765,1,2,0.012772941,86.49,57.27,24100,8602,0
8489,0,20.35,0.131847424,90000,69.06896552,0.277777778,1,0,0.069893333,990.97,568.53,434616,57303,1
8492,0,18.19,0.806287564,27976,111.6666667,0.357449242,0.5,1,0.148777524,672.91,359.28,38934,31392,0
8493,0,14.66,0.382772776,65000,55.5,0.430769231,1,2,0.154188923,714.01,1751.41,69425,26574,1
8494,0,24.65,0.146170931,70000,87.17391304,0.171428571,1,1,0.053840571,364.88,609.25,404759,59164,0
8495,0,18.45,0.810767073,82000,74,0.207317073,0.5,0,0.072801951,757.94,1729.46,83421,67635,0
8497,0,13.65,0.758436635,67000,154.1538462,0.223880597,1,1,0.068310448,802.03,1089.92,40093,30408,0
8498,0,20.88,0.723934775,33395,154.3846154,0.143734092,1,2,0.059010031,327.63,157.53,26309,19046,0
8501,0,47.36,0.46287523,52140,66.83333333,0.690448792,1,3,0.184262371,1790.29,1364.23,492232,227842,0
8502,0,8.95,0.103136257,180000,62.6875,0.218194444,0.5,1,0.085597333,2806.99,1116.25,427803,44122,1
8506,0,8.47,0.385782493,65000,117.4705882,0.390384615,0.5,0,0.105681231,1560.37,1284.04,37700,14544,1
8507,0,18.08,0.169021493,124000,90.95454545,0.201612903,1,1,0.083927419,2838.86,1476.49,304198,51416,1
8508,0,16.67,0.045343263,90000,143.2142857,0.077777778,1,0,0.028969333,704.02,159.34,312880,14187,1
8509,0,29.63,0.596835559,55000,39.68,0.4,1,2,0.137725091,592.5,1359.57,71229,42512,1
8513,0,18.8,0.471278973,71000,125.0625,0.070422535,1,1,0.027043944,365.01,112.4,234532,110530,0
8516,0,0.81,0.000232044,37000,251,0.081081081,1,1,0.031138378,219.02,65.87,120667,28,0
8518,0,23.02,0.557318126,60000,125.375,0.116666667,1,6,0.054832,272.52,266.52,78736,43881,0
8522,0,13.7,0.070880799,29250,89.95454545,0.615384615,0.5,1,0.236311795,1313.95,404.65,170300,12071,0
8523,0,29.4,0.246013937,50000,68.44827586,0.36,1,1,0.0995808,424.83,377.85,143500,35303,0
8528,0,7.54,0.05402754,63000,69.10344828,0.380952381,1,0,0.108874286,1387.31,1430.51,141687,7655,1
8534,0,14.38,0.742033184,101760,133.7333333,0.314465409,1,1,0.08510967,1168.58,951.77,98722,73255,0
8538,0,39.25,0.705911085,48000,45.5,0.166666667,1,2,0.06795,549.99,265.42,102367,72262,0
8540,0,18,0.066592139,89400,51.12820513,0.223713647,1,4,0.057595973,1299.49,834.38,609171,40566,1
8542,0,17.46,0.489177581,405000,30.67692308,0.043209877,1,8,0.015941926,1327.96,273.11,472861,231313,0
8546,0,11.5,0.261386382,65000,34.56896552,0.153846154,1,1,0.056769231,10000,95.67,105916,27685,1
8566,0,20.48,0.311104991,15000,54.13513514,0.271666667,0.5,3,0.12116,4075,259.22,257794,80201,0
8568,0,33.97,0.721792346,39000,95.47619048,0.030769231,0.5,1,0.011987692,86.4,29.79,62421,45055,0
8572,0,5.89,0.569134615,39900,330.5,0.07518797,0.5,0,0.030658647,347.61,157.56,41600,23676,0
8573,0,7.56,0.679011677,100000,66.63333333,0.17,0.5,1,0.0621264,1301.75,245.68,73822,50126,0
8576,0,8.83,0.066282414,90000,110.5555556,0.388888889,1,3,0.146150667,1733.66,427.64,433569,28738,1
8580,0,21.51,0.286275957,104000,62.65625,0.317307692,1,0,0.123616154,3992.69,1325.8,338785,96986,1
8581,0,10.4,0.334645758,90000,71.53571429,0.093333333,0.5,4,0.038057333,8400,364.04,222489,74455,1
8582,0,15.86,0.283376279,125000,82.875,0.16,1,7,0.06523008,1843.59,859.24,171147,48499,0
8583,0,4.23,0.067498449,260000,58.05882353,0.134615385,1,1,0.049201846,4488.79,817.77,483700,32649,1
8586,0,29.97,0.769769748,79040,45.45454545,0.428896761,0.5,2,0.134702429,1032.4,1556.17,135156,104039,0
8587,0,23.65,0.109579736,110000,142.5,0.090909091,1,1,0.037327636,915.3,445.56,608023,66627,1
8589,0,30.88,0.760236323,103294,46.58139535,0.145216566,0.5,1,0.063393421,959.77,646.52,226131,171913,0
8590,0,22.5,0.489564165,43000,117.8823529,0.279069767,0.5,1,0.117753488,796.08,459.1,41300,20219,1
8591,0,14.53,0.214978161,67000,71.57142857,0.250746269,1,6,0.06936,598.14,608.01,131418,28252,1
8592,0,8.36,0.68063197,33600,105.7368421,0.142857143,0.5,5,0.05825,556.16,250.28,26900,18309,0
8594,0,19.5,0.780659192,48000,48.70731707,0.520833333,0,0,0.140995,1223.38,1015.01,91506,71435,0
8595,0,31.5,0.079848393,36000,131.9333333,0.666666667,0.5,5,0.262526667,717.31,2392.01,376501,30063,0
8599,0,16.62,0.375443182,84400,62.0625,0.177725118,0.5,2,0.075001422,1680.58,923.59,88000,33039,1
8600,0,24.34,0.64554739,140000,35.67857143,0.285714286,1,1,0.104428286,5130.04,948.1,261925,169085,0
8603,0,6.29,0.0675867,500000,76.88461538,0.08,1,1,0.02036424,2630.73,1589.75,1095467,74039,1
8604,0,6.16,0.670152551,103000,71.57142857,0.046601942,0.5,2,0.018572039,568.5,225.35,28974,19417,0
8605,0,10.95,0.153018342,105000,69.31034483,0.071428571,0.5,0,0.027629714,7500,191.01,162523,24869,1
8606,0,8.63,0.339155356,120000,118.2941176,0.233333333,0.5,0,0.063151,1022.5,852.41,73972,25088,1
8607,0,8.67,0.767460674,160000,105.3157895,0.08,1,1,0.0262155,625.67,1091.52,44500,34152,0
8608,0,7.45,0.131549621,160000,46.60465116,0.0525,1,4,0.019551,8400,109.44,411875,54182,1
8614,0,14.79,0.473017183,68000,57.25714286,0.147058824,0.5,4,0.059138824,934.43,399.04,67858,32098,1
8618,0,14.08,0.681362469,85000,50.2,0.352941176,0,3,0.097629176,708.06,652.39,171659,116962,0
8621,0,9.08,0.648608927,160000,105.4736842,0.0625,0,0,0.02284425,1282.55,237.02,87774,56931,0
8624,0,38.54,0.225691801,70000,86.52173913,0.4,1,6,0.100669714,1863.96,1057.56,296834,66993,1
8625,0,18.98,0.13122392,60000,100,0.1,1,2,0.04106,549.17,262.64,209695,27517,1
8629,0,21.12,0.759906387,75000,117.9411765,0.2,1,1,0.0856752,1315.14,798.26,49993,37990,0
8631,0,28.09,0.354786371,40000,105.5263158,0.12,0.5,2,0.052386,307.13,211.81,33282,11808,0
8635,0,17.35,0.326412687,63000,100.3,0.238095238,1,1,0.060594286,1449.31,393.94,54860,17907,1
8636,0,10.58,0.292758,69000,79.68,0.289855072,1,2,0.078467826,1229.88,1012.05,34438,10082,1
8640,0,12.45,0.080586134,75000,133.5333333,0.066666667,1,1,0.0265648,351.83,142.93,275432,22196,0
8641,0,21.38,1.012991884,41524,33.41666667,0.024082458,0.5,2,0.010316925,110.39,66.21,146630,148535,0
8647,0,20.08,0.292477657,72000,125.375,0.069444444,1,2,0.03222,402.22,358.33,151615,44344,0
8648,0,21.15,0.59735961,138000,51.41025641,0.202898551,1,6,0.085612174,1230.1,826.15,183988,109907,1
8651,0,10.04,0.724804752,82000,167.5833333,0.082926829,1,0,0.035713171,6800,69.3,45455,32946,0
8652,0,12.73,0.867605928,135000,43.58695652,0.032407407,1,7,0.015731556,4375,162.18,76514,66384,0
8653,0,45.25,0.516116956,36609,167.1666667,0.163894124,1,2,0.061604523,598.29,148.16,133555,68930,0
8656,0,15.34,0.140434079,160000,66.6,0.09375,1,3,0.029202,781.83,1149.11,340537,47823,1
8658,0,13.48,0.269531816,140000,47.47619048,0.218214286,1,2,0.089598857,2796.2,1361.18,559203,150723,1
8659,0,17.69,0.531814815,50000,62.0625,0.12,1,1,0.0499464,403.75,210.55,27000,14359,0
8662,0,7.97,0.053580875,50000,99.45,0.16,1,0,0.0627768,8000,266.37,196600,10534,1
8669,0,17.24,0.2763904,125000,43.5,0.24,0.5,1,0.06859104,1734.16,1788.12,287633,79499,1
8674,0,20.25,0.754687426,74895,95.42857143,0.400560785,1,7,0.166745444,3406.63,1734.16,63201,47697,0
8675,0,13.95,0.917253964,36300,402.4,0.132231405,0.5,2,0.056644628,529.83,322.36,15892,14577,0
8680,0,19.43,0.59832782,101000,55.75,0.148514851,0.5,1,0.057447921,1826.97,524.79,114581,68557,1
8681,0,8.16,0.307563452,60000,45.54545455,0.16,0.5,2,0.065696,878.67,427.74,39400,12118,1
8683,0,11.49,0.357997948,52000,95.33333333,0.153846154,0.5,0,0.057819231,596.39,151.72,43855,15700,1
8686,0,19.77,0.159549609,76000,100.35,0.394736842,0.5,1,0.154855263,2144.11,761.81,290148,46293,1
8690,0,15.3,0.194981356,49500,118,0.202020202,1,2,0.056509091,592.58,557.28,160641,31322,1
8691,0,9.99,0.06122449,25000,125.0625,0.34,0.5,2,0.1315008,616.15,201.05,61201,3747,1
8692,0,13.15,0.909266749,166400,60.39393939,0.240384615,1,0,0.068685577,1370.35,1420.13,119427,108591,0
8695,0,30.27,0.118651262,32000,100.35,0.24296875,1,4,0.11052375,807.1,657.28,162552,19287,1
8697,0,11.39,0.229616614,152000,57.17142857,0.197368421,1,1,0.052661053,4391.26,817.19,337493,77494,1
8703,0,12.28,0.29473116,56000,154.3846154,0.25,0,1,0.063638571,733.56,446.64,92620,27298,0
8704,0,24.04,0.448114943,30000,200.4,0.166666667,0,3,0.06796,343.69,162.23,43500,19493,0
8705,0,18.76,0.14998823,70000,46.11627907,0.068571429,0.5,1,0.026333143,350.41,105.39,161426,24212,0
8708,0,30.26,0.26639891,65000,117.7647059,0.307692308,1,3,0.091942154,871.14,1101.95,344840,91865,1
8712,0,25.88,0.700935916,50000,54.18918919,0.216,1,0,0.0659064,577.47,768.49,62933,44112,0
8713,0,25.62,0.736849544,85000,64.77419355,0.235294118,1,2,0.099295059,1780.62,1014.94,77830,57349,0
8716,0,6.27,0.662194093,40000,287.5714286,0.4,0.5,1,0.131076,16000,12.39,23700,15694,0
8719,0,5.73,0.533372781,86500,71.32142857,0.086705202,1,0,0.03377896,722.81,242.47,16900,9014,1
8720,0,11.39,1.068625053,65000,58.94117647,0.153846154,0.5,1,0.056232,1282.55,237.02,167621,179124,0
8721,0,27.85,0.447724449,57000,51.07692308,0.280701754,0.5,1,0.11012,758.91,316.3,86111,38554,1
8726,0,10.91,0.185569879,55000,68.5862069,0.036363636,1,1,0.014066182,243.6,75.99,75481,14007,0
8730,0,22.26,0.260711603,35000,74.18518519,0.285714286,1,5,0.109731429,1226.06,368.95,122484,31933,1
8733,0,18.41,0.441573639,50000,86.91304348,0.36,1,3,0.1353144,1794.82,452.45,42729,18868,1
8735,0,30.08,0.138609161,72000,66.23333333,0.466666667,0.5,1,0.187663333,3139.58,1340.78,299100,41458,0
8737,0,14.02,0.232543292,142000,80.16,0.021126761,1,1,0.008419437,282.82,113.7,305427,71025,0
8739,0,8,0.104230969,104000,79.48,0.336538462,1,4,0.140074615,35000,19.01,356065,37113,0
8740,0,7.65,0.442685729,69000,133.7333333,0.347826087,0.5,3,0.092805217,890.93,678.01,35253,15606,1
8746,0,6.07,0.059750158,200000,117.8823529,0.05,1,8,0.0217098,864.6,572.69,394409,23566,0
8750,0,25.13,0.571435294,150000,80,0.2,0.5,3,0.072284,1285.37,3188.55,127500,72858,1
8755,0,10.48,0.060036909,60000,117.7647059,0.1,0,0,0.039236,574.29,206.79,293153,17600,0
8757,0,13.58,0.161819221,180000,58.52941176,0.1,1,4,0.029194667,806.45,929.21,575389,93109,1
8771,0,33.12,0.792125805,52500,105.7894737,0.247619048,0.5,1,0.096454857,621.11,207.83,123238,97620,0
8774,0,17.46,0.13411797,45500,100.2,0.131868132,1,5,0.052552088,565.65,227.39,196864,26403,1
8777,0,11.2,0.26938627,85000,90.81818182,0.235294118,1,1,0.086000471,2046.84,376.33,98936,26652,1
8778,0,11.19,0.212641868,130000,71.60714286,0.092307692,1,3,0.037115077,554.86,240.89,304860,64826,1
8781,0,11.33,0.505120482,50000,143.1428571,0.56,0.5,1,0.1600464,1617.87,1693.02,33200,16770,0
8789,0,27.37,0.285321109,103000,86.60869565,0.233009709,1,0,0.06516233,843.54,796.87,227088,64793,1
8790,0,2.84,0.070623632,72550,95.23809524,0.082701585,1,1,0.032443832,428.83,129.86,91400,6455,0
8791,0,19.31,0.247378426,330000,52.18421053,0.103030303,1,5,0.028506182,1622.79,1461.55,1223025,302550,1
8792,0,21.77,0.825098718,55000,132.6,0.072727273,0.5,2,0.031749818,169.33,113.51,71669,59134,0
8793,0,16.44,0.075478568,95500,77.15384615,0.031413613,1,1,0.013639791,326.69,199.96,288360,21765,0
8795,0,24.98,0.560777678,59000,62.6875,0.237288136,0.5,0,0.074526102,426.39,657.77,306708,171995,0
8796,0,17.53,0.138201074,175933,35.71428571,0.113679639,1,4,0.043966737,1449.72,473.06,617535,85344,1
8800,0,22.88,0.469387963,85000,91,0.112941176,1,1,0.046373647,434.21,215.24,98213,46100,0
8804,0,5.98,0.069668975,100000,74.18518519,0.17,1,1,0.0453684,1062.07,816.96,354505,24698,1
8805,0,19.26,0.368232731,78000,104.9473684,0.128205128,0.5,5,0.048181538,745.46,189.66,124367,45796,1
8807,0,4.94,0.011906433,60000,94.71428571,0.25,1,0,0.062918,795.69,446.94,420193,5003,1
8808,0,29.45,0.214185039,134315,48.6097561,0.260581469,0.5,1,0.106235938,19594.99,769.99,481747,103183,1
8813,0,9.1,0.138477503,112700,77.26923077,0.177462289,0.5,6,0.070722272,2368.7,925.66,477991,66191,1
8815,0,19.42,0.773428587,112500,48.70731707,0.266666667,1,0,0.106270933,30000,1032.69,93785,72536,0
8818,0,6.43,0.983042705,34500,95.57142857,0.12173913,0,0,0.047429565,508.2,167.52,56200,55247,0
8819,0,6.8,1.357300613,15000,250.125,1.068333333,1,1,0.36792,581.07,1205.38,12225,16593,0
8823,0,33.41,0.635943148,45000,166.6666667,0.222222222,1,2,0.095194667,652.9,408.55,89074,56646,0
8825,0,34.65,0.154023911,77900,117.0588235,0.385109114,1,2,0.170383055,1892,1393.84,269166,41458,1
8831,0,10.85,0.254352404,49000,133.6,0.734693878,1,1,0.214444898,1201.94,1360.97,33717,8576,0
8832,0,15.78,0.117872774,93600,111.1666667,0.256410256,1,3,0.102169231,1688.71,702.06,433654,51116,1
8839,0,18.16,0.617345118,45000,334.8333333,0.213333333,1,2,0.087594667,878.67,427.74,47633,29406,0
8841,0,12.5,0.960519314,118000,47.21428571,0.13559322,1,6,0.052817288,1151.64,397.22,184166,176895,0
8843,0,12.37,0.640839864,159000,52.63157895,0.157232704,1,3,0.044936604,1148.86,1211.88,101445,65010,0
8844,0,19.82,0.020150499,74000,86.69565217,0.291891892,1,1,0.073461081,1145.79,654.92,269770,5436,1
8846,0,15.86,0.584644914,90500,62.53125,0.165745856,1,8,0.054763757,283.02,660.78,80755,47213,0
8847,0,30.13,0.415234687,78000,111.6111111,0.28974359,1,0,0.112853846,869.37,2760.5,92762,38518,1
8849,0,22.31,0.758157555,56000,80.12,0.089285714,1,0,0.034785,604.98,203.78,104535,79254,0
8852,0,26.22,0.128423295,120000,71.14285714,0.3,0.5,4,0.10965,2756.22,508.96,563200,72328,1
8856,0,9.93,0.832259528,32500,87.13043478,0.2,0.5,1,0.078461538,464.57,165.06,22040,18343,0
8857,0,28.87,0.569414982,60705,60.12121212,0.444773907,0.5,5,0.182624166,2471.27,1181.89,78254,44559,1
8861,0,45.52,0.810814976,55000,66.73333333,0.363636364,1,5,0.131426182,678.03,1702.23,116801,94704,0
8863,0,6.69,0.369513514,40000,167.4166667,0.225,1,2,0.089667,1065.91,422.54,37000,13672,1
8866,0,23.17,0.465909529,42000,117.6470588,0.226190476,1,0,0.092874286,869.53,423.28,51862,24163,1
8870,0,9.3,0.037943275,32000,125.1875,0.2625,1,2,0.1124475,1423.56,442.9,174102,6606,1
8874,0,4.04,0.085720809,100000,86.2173913,0.1,1,8,0.0402144,934.43,388.52,153300,13141,0
8879,0,18.61,0.290669721,71000,53.97297297,0.090140845,0.5,1,0.033882254,638.18,160.87,299498,87055,1
8881,0,9.72,0.158469565,100000,58.67647059,0.2,1,1,0.0553236,712.09,640.82,186875,29614,1
8882,0,18.99,0.558817563,108000,52.68421053,0.092592593,1,1,0.034166667,1271.66,258.37,187308,104671,1
8884,0,14.94,0.098361211,260000,32.17741935,0.076923077,0.5,3,0.028111385,1531.46,289.04,1150850,113199,1
8885,0,16.73,0.550916379,250000,90.77272727,0.1536,1,0,0.05667744,3895.53,813.25,180875,99647,1
8888,0,14.04,0.745016629,70000,125.25,0.214285714,1,2,0.096075429,932.36,714.98,46003,34273,0
8890,0,18.52,0.323841867,118000,80,0.13559322,1,2,0.041371525,679.22,907.93,739401,239449,1
8896,0,36.16,0.821279879,55000,77.07692308,0.181818182,1,2,0.080011636,1073.76,749.27,81664,67069,0
8899,0,15.19,0.071294284,50000,165.75,0.24,1,1,0.089388,3303.04,253.44,211700,15093,1
8910,0,0.67,0.080182927,82000,124.625,0.12195122,1,1,0.047841951,714.71,253.94,16400,1315,1
8911,0,22.03,0.656180462,65000,133,0.461538462,1,2,0.165234462,1302.46,3129.61,45838,30078,0
8914,0,7.63,0.057922557,50000,32.24193548,0.1,1,4,0.0375816,372.73,94.83,162700,9424,0
8917,0,39.27,0.531377858,60000,56.82857143,0.25,0.5,2,0.098076,1072.07,389.99,83833,44547,1
8918,0,12.39,0.05999951,58000,105.2631579,0.310344828,1,1,0.092735172,784.03,974.67,285719,17143,1
8927,0,11.63,0.530870147,55000,105.5789474,0.545454545,1,0,0.236832,3266.76,2130.54,18675,9914,0
8928,0,12.87,0.41917149,50000,143.1428571,0.3,1,0,0.1117368,1508.57,347.59,28678,12021,1
8934,0,16.6,0.178012995,41000,77.03846154,0.087804878,0.5,2,0.037050732,238.84,120.12,186683,33232,0
8938,0,12.61,0.109660223,83000,111.2222222,0.120481928,1,1,0.031363373,511.3,344.31,304258,33365,1
8939,0,24.35,0.682923077,38000,133.1333333,0.289473684,0,0,0.118016842,756.2,356.66,32500,22195,0
8940,0,21.36,0.196738882,89000,133.2,0.224719101,1,3,0.097572135,1729.19,1145.38,258439,50845,1
8947,0,13.2,0.058509356,34000,251.125,0.352941176,0,4,0.13848,1442.29,501.33,153531,8983,0
8948,0,10.81,0.091152689,86000,69.10344828,0.046511628,0.5,3,0.01716,4000,65.68,511274,46604,1
